Content,General Category,Specific Category,
" Working from home has become a significant weapon in our fight against the coronavirus. However, remote work also presents an opportunity for skilled cybercriminals and hackers. In 2021, we can expect cybercriminals and hackers to refine their attack strategies and adapt to the “work from home” phenomenon, going after employees even more than they did in 2020.

Unmanaged home machines will become targets and, therefore, easily hackable, and devices in the home will become the focal point for corporate devices connected to the home, enabling advanced persistent attacks. As a result, we can expect to see a continued decline in the use of VPN technology as a trusted extension of the corporate network, and cybersecurity technologies will continue to move away from edge and network applications to endpoint protection.

These changes are likely to cause a significant increase in demand for technology that was previously reserved for trained cybersecurity personnel, and cybersecurity providers will respond to the change.

Companies will begin to converge and offer software solutions for the changing workplace, and more advanced technology will be released to the market. Services such as web filtering, intrusion detection, and more sophisticated endpoint protection will also grow in the consumer market. Amid the ongoing cybersecurity skills gap, there will also be a growing demand for enterprise cybersecurity professionals and experts.

“Security and privacy by design” will be at risk as hackers and cybercriminals continue to target the healthcare and financial industries.

The rapid deployment of technology in the healthcare sector to manage tracking and tracing programs, vaccine logistics, mobile apps, and other activities will lead to examples of software that does not adhere to the “security and privacy by design” philosophy.

This bias is also likely to be the cause of widespread privacy breaches, putting patients and their data at risk. Combined with ransomware, we may see the first government held to ransom by hackers demanding payment for decryption or issuing data leak threats.

As the COVID-19 pandemic has caused a spike in online banking, we can expect a rise in phishing, phishing, and identity theft attacks on consumers and businesses.

– “Schrems II” will continue to impact multinational tech companies

In July 2020, the Court of Justice of the European Union overturned the EU-US ruling. The Privacy Shield framework was upheld by the EU’s standard contractual clauses. This was for the transfer of personal data to processors outside the EU/EEA in Case C-311/18 Data Protection Commissioner v. Facebook Ireland Limited and Maximillian Schrems (known as “Schrems II”).

The EU-US ruling means that the Privacy Shield framework is an inadequate mechanism to ensure compliance with EU data protection requirements. This will have a significant impact on privacy provisions and requirements between countries.

In 2021, we will continue to see multinational tech companies impacted by these privacy provisions, increasing the need to strengthen privacy protections and invest in more sophisticated cybersecurity measures.

– Ransomware is a winning factor for cybercriminals and hackers

Cybercriminals and hackers are driven by money; so as long as it is economically beneficial to them, ransomware cases will continue to rise. Today’s cybercriminals and hackers are creative, capable, and opportunistic, so they will continue to expand their repertoire of ransomware techniques.

In 2021, ransomware attacks will not only include ransom demands, but also threats of data exfiltration and leakage.

These dual-threat attacks will reduce disaster recovery and business continuity mitigation assessments for ransomware protection in most risk assessments.

Since organizations will be more likely to pay hackers and cybercriminals, governments must take tough action against those who pay off sanctioned criminal entities.",technical,cybersecurity,
" The Information and Decision Support Center of the Cabinet highlighted the report issued by the World Economic Forum entitled ""Global Cybersecurity Outlook 2025"".

The report issued by the World Economic Forum entitled ""Global Cybersecurity Outlook 2025"" addresses the increasing complexity of the cyber landscape and its profound impacts on institutions and countries, and indicates that this complexity is not limited to technical aspects only, but also includes economic and social dimensions that require a comprehensive and integrated response.

The report, issued by the World Economic Forum, entitled “Global Cybersecurity Predictions 2025,” explained that the factors contributing to the complexity of the cyber landscape are geopolitical tensions, complex supply chains, emerging technologies, regulatory requirements, and a lack of skills. International conflicts and tensions increase uncertainty and make cyber attacks a tool in these conflicts, as governments, critical infrastructure, and economies are targeted, while reliance on interconnected supply chains leads to the emergence of vulnerabilities that can be exploited. These risks are increased by the lack of transparency and oversight of supplier security. In addition, the rapid adoption of technologies such as artificial intelligence contributes to the emergence of new security vulnerabilities, which cybercriminals exploit to enhance their attack methods, while the proliferation of different laws and regulations around the world may increase the burden on organizations that find it difficult to comply with them.

The report issued by the World Economic Forum entitled ""Global Cybersecurity Predictions 2025"" added that the shortage of specialized skills in cybersecurity contributes to the exacerbation of the situation, as many organizations lack the necessary competencies to manage cyber risks.

The report issued by the World Economic Forum entitled ""Global Cybersecurity Predictions 2025"" indicated that the effects of this complexity are represented in several points, including:

- Exacerbating cyber disparities: As increasing complexity increases the gap between large and small organizations, developed and developing countries, and small organizations struggle to secure themselves, while large organizations advance steadily.

- The evolution of cyber attacks: The number of cyber attacks is increasing and their methods are evolving, especially with the use of artificial intelligence by cybercriminals, making ransomware, fraud and phishing attacks more prevalent.

-Risks to critical infrastructure: Critical infrastructure has become an increasing target for cyber attacks, jeopardizing public safety and national security.

-Risks in biotechnology: Developments in these areas lead to the emergence of new risks that require advanced security measures, as attacks can disrupt research or compromise sensitive data.

The Information and Decision Support Center confirmed that the report stated that in response to these challenges, artificial intelligence can be exploited in defense, as the security of artificial intelligence tools must be assessed before deployment, and artificial intelligence can enhance defense capabilities by quickly detecting and responding to risks. Institutions must also adopt a comprehensive approach to risk management, focusing on identifying and assessing risks and implementing preventive measures, as well as enhancing cooperation, as cooperation between the public and private sectors and between different countries should be enhanced to confront cross-border cyber threats, with a focus on exchanging information and threats.

The Information Center reviewed a number of recommendations resulting from the forum to enhance the quality of cybersecurity and avoid the resulting risks, through:

-Investing in cybersecurity: Cybersecurity should be considered a strategic investment and not just an expense, with the necessary resources allocated to enhance defense capabilities.

-Skill development: Emphasis should be placed on developing skills in the field of cybersecurity, especially skills related to artificial intelligence.

-Raising awareness: Awareness of the importance of cybersecurity should be raised throughout society, with all employees needing to understand cyber risks and participate in promoting a culture of security.

-Preparing for the future: Prepare for future threats by initiating risk assessments and implementing preventive measures.

The report concluded that the cyber landscape is complex and constantly changing, requiring a rapid and integrated response from all stakeholders. Therefore, institutions and countries must work together to enhance cyber resilience, protect critical infrastructure, and ensure data and information security.",technical,cybersecurity,
"  Cyberattacks have evolved at an unprecedented rate, with artificial intelligence playing a major role in enhancing the effectiveness of phishing attacks. According to a recent study by Kaspersky, 49% of respondents reported experiencing phishing incidents in the past months, while the company warned of the increasing use of artificial intelligence in developing techniques for these attacks, which puts even the most knowledgeable employees at risk.

Unprecedentedly Intelligent Personalization of Attacks

Phishing attacks no longer rely on random messages, but artificial intelligence has enabled the precise personalization of messages, targeting individuals based on their data available online. Artificial intelligence can craft messages that appear completely personalized, making them more difficult to detect. For example, a fraudulent message may be sent to the CFO that appears to be from the company’s CEO, and relates to a recent internal topic, easily trapping the recipient.

“Deepfake” as a New Weapon

In addition to personalized messages, “deepfake” technology has become a dangerous tool in the hands of attackers, as it is used to imitate the voices and images of real people. In one documented incident, this technique was used to convince an employee to transfer millions of dollars, which highlights the seriousness of these attacks and the difficulty they are detectable even by experts.

How to counter them?

To counter these sophisticated attacks, Kaspersky advises companies to adopt multiple defense strategies, including regular training of employees to detect phishing threats and the use of advanced security technologies capable of detecting unusual patterns.

It is also essential to implement a “zero trust” model, which limits access to sensitive data, to reduce potential losses.",technical,cybersecurity,
" A brief about the Department of Cybersecurity and Cloud Computing Engineering
The department was established in the academic year 2022-2023. The department's objectives focus on being an innovative, pioneering and effective department in preparing national cadres specialized in cybersecurity and providing the Iraqi labor market with highly technically qualified cadres in the field of cybersecurity and cloud computing engineering that contribute to developing and serving the local community and providing scientific and technical consultations in the field of cybersecurity and infrastructure for information technology departments in various governmental and private sectors. Designing and building scalable, secure and robust security systems, in addition to qualifying them to work on data center systems and networks, and helping institutions understand advanced cyber threats and create strategies to protect their networks.

Vision:
The department will be an innovative, pioneering and effective department within the departments and colleges of the region and the world in the field of cyber security technology engineering and cloud computing, and contribute to the development and service of the local community by providing it with qualified cadres and providing scientific and technical advice in the field of cyber security and quality assurance in the infrastructure of information technology departments in various government sectors, and designing and building scalable, secure and robust security systems, in addition to working on data center systems and networks, and helping institutions understand advanced cyber threats and create strategies to protect their networks.

Message:

Preparing distinguished and competent technical engineers in the field of technical, organizational and administrative means and protecting computers, networks and data from electronic attacks and striving to stimulate the scientific capabilities of students to link the theoretical basis with the practical aspect of the programs to be in line with the approved international standards for the specialization and be able to meet the needs of the government, mixed and private labor market as well as build and develop cooperative relations with all engineering and technical entities locally and internationally.

Objectives:
1. Preparing engineering cadres with a high level of understanding, knowledge, academic and technical preparation that combines engineering concepts, technical creativity, scientific skill and quality of implementation in the field of engineering cybersecurity technologies and cloud computing.

2. Preparing engineering cadres who are responsible for building, designing and protecting information technology systems in institutions to prevent data breaches, and keeping them safe from hackers, viruses and other potential problems, and supervising and building the infrastructure of networks of various types and their available systems. And following up on the problems of network infrastructure devices and protection devices and providing guidance and solutions regarding various problems.

3. Preparing engineering cadres with the scientific and technical skills that enable them to master dealing with cloud computing operations and use vulnerability scanning tools to discover various technical problems, follow up on failures and evaluate security patches, mitigate security vulnerabilities, and provide assistance in security documentation and disaster recovery solutions.

4. Preparing engineering cadres with the technical and scientific skills that enable them to analyze data logs and conduct risk assessments in the event of security breaches to know which parts of the system have been hacked and where the danger lies. And hacking data and secure systems to explore potential vulnerabilities in order to ensure the safety of network systems.

5. Continuous development of academic programs through cooperation with Arab and international academic institutions to meet the requirements of Iraqi and local cybersecurity and national security programs and the needs of the labor market and provide an appropriate environment for theoretical and practical teaching using the latest educational methods.

6. Continuous qualification of the capabilities of faculty members, technicians and administrators in the department through participation in seminars, conferences and workshops held by the department or similar departments in local and international universities.

7. Cooperate with departments to follow up on department graduates and continuously evaluate their performance to ensure effective contribution to community service after graduation according to a future plan and vision to develop and expand the scope of community participation.

8. Provide technical and academic consultations in the field of cybersecurity and cloud computing to governmental and academic institutions

9. Adopt effective theories to develop the department's capabilities in conducting research and studies and preparing educational requirements to meet the quality standards of the Ministry of Higher Education and Scientific Research and Community Service through graduates equipped with various knowledge that qualifies them to excel in their field of work and are able to adapt to various work conditions and keep pace with rapid developments in the field of specialization while respecting professional ethics.",technical,cybersecurity,
" Abstract
Cyber security has become a very critical concern that needs the attention of researchers, academicians, and organizations to confidentially ensure the protection and security of information systems. Due to the increasing demand for digitalization, every individual and organization faces continually shifting cyber threats. This article provides an overview of the state of the art in cyber security, challenges, and tactics, current conditions, and global trends of cyber security. To stay ahead of the curve in cyber security, we conducted a systematic review to uncover the latest trends, challenges, and state-of-the-art in cyber security. Moreover, we address the future direction of cyber security, presenting the possible strategies and approaches to addressing the increasing cyber security threat landscapes, the emerging trends, and innovations like Artificial Intelligence (AI) and machine learning (ML) to detect and automate cyber threat responses. Additionally, this article underlines the importance of ongoing adoption along with collaboration among stakeholders in the cyber ecosystem.

Previous article in issue

Next article in issue
Keywords
Cyber-securityState-of-the-artChallengesTrendsFuture directions
Data availability
There is no available data.
Cited by (0)
Wasyihun Sema Admass(MSc):- Received a B.Sc. Degree in Information Technology from Assosa University in 2017, and the M.Sc.His-research and teaching interests include the theory and application of Machine Learning, the internet of Things, Deep Learning, Computer Vision, Wireless and Network security, and Natural Language processing. I am currently serving as a lecturer at Assosa University
Yirga Yayeh Munay(PhD):- received a B.Sc. degree in Information Technology and an M.Sc. degree in Information Science from Bahir Dar University in Addis Ababa University, Ethiopia in 2009 and 2014, respectively. In 2021, he got his PhD Degree in Electrical Engineering and Computer Science (EECS) from the National University of Technology (NTUT), Taiwan. From 2014 to 2017, he functioned as a full-time lecturer and researcher on issues related to Information Technology in Assosa University, Ethiopia. In addition, he acted as the head of the department of Information technology from 2014 to 2016. From 2016 to 2017, he acted as the coordinator of the Continuous and Distance Education Program (CDEP) for the School of Informatics in Assosa University, Assosa, Ethiopia. Currently, He is an assistant professor at Injibara University, Ethiopia, as a researcher and Research and Community Service Vice Dean for Engineering and Technology College. His-research interests are in the areas of application of deep learning in wireless communication, ad-hoc networks, Resource management, UAV-base station deployment, IoT, Emerging Technologies.
Abebe Diro(PhD,Asst.prof):- He is a Lecturer in cybersecurity at RMIT University. He works closely with the Center for Cybersecurity research and innovation. He is interested in AI-based cyber security at continuum of prevention, detection, and response.",technical,cybersecurity,
" The new AI assistant DeepSeek has gained widespread attention in recent days, making it the target of fraudulent activity discovered by experts from Russian cybersecurity company Kaspersky.

The company warned that cybercriminals are exploiting the technical confusion that accompanied the spread of the tool, as fake registration pages appeared with the aim of stealing user data.

Security threats associated with DeepSeek
The alleged cyberattack on DeepSeek has led to problems registering accounts on the application and the official website, as many users fail to complete the registration process.

Criminals are exploiting this situation by creating fraudulent websites that ask users to enter their email and passwords, allowing the theft of credentials and the possibility of using them to hack other accounts, especially if the user reuses the same password across multiple services.

Fraudulent cryptocurrencies
In addition, new cryptocurrencies have emerged that exploit the hype surrounding DeepSeek, and are being offered for sale despite not being affiliated with the company. The risk is that these coins have no real value and are used as a means to trick users who want to invest in them, which can lead to huge financial losses.

Open source software risks
Leonid Bezverchenko, a security researcher at Kaspersky’s Global Research and Analysis Team (GReAT), commented that DeepSeek’s open source nature makes it vulnerable to security and ethical risks, as criminals can exploit this transparency to create hacked versions of the tool or install backdoors via tools that manipulate its API.

Bezverchenko added that open source software exploitation was one of the most prominent cyber threats in 2023, noting that more than 12,000 malicious packages were discovered in open software repositories during 2024, reflecting the danger of the lack of centralized oversight of such tools.

Tips for protecting user data
To address these risks, several tips should be followed to protect user data from DeepSeek-related fraud:

Check website addresses before entering login data, and do not enter passwords on suspicious sites.

Use strong and unique passwords, and rely on a password manager to keep them safe.

Activate two-factor authentication (2FA) whenever available, to enhance account security.

Use reliable security solutions to protect devices from hacking and malware.",technical,cybersecurity,
" The high tech sector is often ground zero for cyber-attacks. One obvious reason is that these organizations have very valuable information to be stolen. However, another more subtle reason is the nature of high tech organizations themselves. High tech companies – and their employees – generally have a higher risk appetite than their counterparts in other sectors. Also, they tend to be early adopters of new technologies that are still maturing and are therefore especially vulnerable to attacks and exploits. For example, employees in high-tech are more likely to use (and self-administer) cutting-edge mobile devices and the latest mobile apps, which might not be secure. In addition, many high-tech organizations have open environments and corporate cultures that are designed to stimulate creativity and collaboration, but are more difficult to defend. As a result, high-tech organizations typically have a very large attack surface to protect.

Just as important, some parts of the high-tech sector provide an attack path into other sectors, since high-tech products are a key infrastructure component for all kinds of organizations. Technology is a key enabler, but it can also be a key source of vulnerability. For example, because of the tremendous need to establish trust on the internet, attacks on certificate authorities have caused serious privacy breaches across a number of industries (case #1). Also, vulnerabilities in point-of-sale systems have led to major security breaches for retailers, and back doors in communication hardware have exposed organizations in every sector to a wide range of attacks.

Speaking of back doors, the growing involvement of covert state actors in this area has been making headlines recently, causing serious reputational damage for the organizations involved.

For companies in the high-tech sector, one of the biggest threats is loss of intellectual property (IP). Having IP lost or stolen after years of investment can dramatically reduce an organization’s competitive advantage (case #2, which involved both IP and personal information). States and competitors are often the actors in IP theft; however, insiders are also a major threat. A single highly skilled insider with the right kind of access can quickly make off with huge amounts of valuable data.

Since many high-tech companies also offer online services, loss of customer information is another major threat that is highly visible, since many countries require disclosure when personal identifiable information is lost. However, IP theft might actually be more prevalent. It’s hard to know for sure based on media coverage since there is generally no requirement to disclose lost IP.

Hacktivism is another significant threat in this sector. High-tech companies create products that technically savvy people are keen to “hack” in the original sense of the word, which means using something for a purpose other than what it was designed for. Organizations that prosecute or sue people for this type of “hacking” may find themselves targeted by hacktivist groups, which can lead to great financial losses and reputation damage (case #3).

Fraudulent certificates lead to bankruptcy and a national security breach
Organization
A certificate authority that signs security certificates for organizations globally.

Scenario
The internet is based on trust and certificate authorities are at the heart of this trust. Hackers with ties to a foreign government obtained illegal access to the certificate authority’s servers and used it to generate fraudulent security certificates. These certificates were then used to enable fraudulent servers posing as the original servers belonging to highly used web services. This allowed the attackers to perform man-in-the-middle attacks, possibly intercepting and decrypting a tremendous amount of confidential communications.

Attackers and motivation
The individual who claimed the attack said he was driven by political beliefs. However, the way the fraudulent certificates were used and the fact that the attack took place over a relatively long period of time suggests state actors were also involved.

Techniques used
Apart from known hacker tools, some very complex attack scripts were used that were specifically developed to attack the certificate authority in question.

Business impact
The hackers generated more than 500 fraudulent certificates, which were then used to perform man-in-the-middle attacks against many well-known global services. The certificate authority could not guarantee revocation of the fraudulent certificates, which was completely unacceptable given that the organization’s sole reason for existence is to provide certification that is 100% trustworthy. The certificate authority declared bankruptcy shortly after the breach was made public.


Case 1

Leading software company loses face – along with customer data and source code
Organization
A large software vendor that sells software globally, with more than $1 billion in annual revenue.

Scenario
Hackers infiltrated the company’s network and downloaded more than 100 million encrypted user credentials, along with credit card information for millions of customers. In addition, the source code for a number of key products was stolen.

Attackers and motivation
No one has claimed the attack and information about the attackers is not publicly known. However, given the type of information stolen, it is likely this was the work of an organized group of cybercriminals aiming to use the stolen credentials for identity theft, and to sell the stolen source code for financial gain. Also, since the stolen source code was for a widely used application, it’s possible that the application itself will be used as an attack vector, since finding vulnerabilities is much easier with the source code in hand.

Techniques used
The company’s Chief Security Officer described the attack as “sophisticated”. Other than that, no details have been made public.

Business impact
This story made global headlines, dealing a severe blow to the company’s reputation -- especially since people expect better security practices from a software vendor. The company had to require more than 100 million users to change their passwords, and offered a large portion of their customers a year of free credit monitoring. In addition, the loss of its source code could significantly reduce the company’s long-term competitive advantage.",technical,cybersecurity,
" Organization
A certificate authority that signs security certificates for organizations globally.

Scenario
The internet is based on trust and certificate authorities are at the heart of this trust. Hackers with ties to a foreign government obtained illegal access to the certificate authority’s servers and used it to generate fraudulent security certificates. These certificates were then used to enable fraudulent servers posing as the original servers belonging to highly used web services. This allowed the attackers to perform man-in-the-middle attacks, possibly intercepting and decrypting a tremendous amount of confidential communications.

Attackers and motivation
The individual who claimed the attack said he was driven by political beliefs. However, the way the fraudulent certificates were used and the fact that the attack took place over a relatively long period of time suggests state actors were also involved.

Techniques used
Apart from known hacker tools, some very complex attack scripts were used that were specifically developed to attack the certificate authority in question.

Business impact
The hackers generated more than 500 fraudulent certificates, which were then used to perform man-in-the-middle attacks against many well-known global services. The certificate authority could not guarantee revocation of the fraudulent certificates, which was completely unacceptable given that the organization’s sole reason for existence is to provide certification that is 100% trustworthy. The certificate authority declared bankruptcy shortly after the breach was made public.


Case 1

Leading software company loses face – along with customer data and source code
Organization
A large software vendor that sells software globally, with more than $1 billion in annual revenue.

Scenario
Hackers infiltrated the company’s network and downloaded more than 100 million encrypted user credentials, along with credit card information for millions of customers. In addition, the source code for a number of key products was stolen.

Attackers and motivation
No one has claimed the attack and information about the attackers is not publicly known. However, given the type of information stolen, it is likely this was the work of an organized group of cybercriminals aiming to use the stolen credentials for identity theft, and to sell the stolen source code for financial gain. Also, since the stolen source code was for a widely used application, it’s possible that the application itself will be used as an attack vector, since finding vulnerabilities is much easier with the source code in hand.

Techniques used
The company’s Chief Security Officer described the attack as “sophisticated”. Other than that, no details have been made public.

Business impact
This story made global headlines, dealing a severe blow to the company’s reputation -- especially since people expect better security practices from a software vendor. The company had to require more than 100 million users to change their passwords, and offered a large portion of their customers a year of free credit monitoring. In addition, the loss of its source code could significantly reduce the company’s long-term competitive advantage.


Case 2

Vengeful hacktivists force a leading online platform to shut down for more than a month
Organization
A very large technology company that sells products all around the world and operates a popular online platform.

Scenario
The online platform, which has millions of users, was attacked by a hacktivist group with a grudge against the company. The hackers managed to steal more than 70 million user names and passwords, as well as credit card information in multiple attacks spanning months. In the wake of the attack, the company was forced to temporarily shut down its online service, denying access to users for more than a month.

Attackers and motivation
Prior to the attack, the company had made some decisions in a public case that did not sit well with a particular group of clever hackers. This hacktivist group sought revenge by hitting the company with a very impactful attack.

Techniques used
The initial attack vector the hackers used to infiltrate the company’s network is not publicly known. What is known however is that the attackers spent a long time in the company’s internal network. During this time they discovered a number of vulnerabilities that could be easily exploited. Most likely they used a SQL injection attack against the online platform’s internet-facing servers to steal data from sensitive databases.

Business impact
The company lost personal and credit card information for more than 70 million users. Also, because the attackers were so deeply nested in the internal network, the company decided to close down the online platform for multiple months resulting in major financial losses. Customers were later compensated for the downtime, costing the company even more money. What’s more, the breach was reported in the news globally, badly damaging the organization’s reputation.",technical,cybersecurity,
" 1. New Bill Forces Cybersecurity Responsibility Into the Boardroom

In March, a new bill introduced to the US senate highlighted the fact boards must take responsibility for cyber security. There’s no doubt the topic of cyber security came up in more boardroom meetings this year than ever before. But there’s also no doubt some continue to swerve the topic completely.

2. The need for urgent collective action to keep people safe online: Lessons from last week’s cyberattack

In a Microsoft’s statement following WannaCry, President and Chief Legal Officer Brad Smith accepted his employer’s role in the attack before highlighting ‘the degree to which cybersecurity has become a shared responsibility’ – and understandably so. The attack may have exploited a Microsoft vulnerability. But software patches existed. Long before the attack, people had the power to safeguard vulnerable devices.

3. My job is to constantly think about cyber attacks — this is the first time I’ve been truly alarmed

Also on the subject of WannaCry, malware researcher Amanda Rousseau spoke of her shock on seeing how cyber attacks can determine whether someone lives or dies. She ultimately reached the same conclusion as Microsoft’s Brad Smith: cyber security must now be a responsibility shared by technology companies, employers and the people running organisations.

4. The Behavioral Economics of Why Executives Underinvest in Cybersecurity

In a well-researched post, HBR’s Alex Blau revealed why executives underinvest in cyber security and what we can all do to help rectify the situation.

5. Warning to SMEs as firm hit by cyber attack fined £60,000

Far too often, we think of cyber security as an important issue for large organisations only – but the £60,000 fine the ICO handed out to Boomerang Video Ltd in June suggested otherwise. ‘Regardless of your size,’ said ICO enforcement manager Sally Anne Poole ‘if you are a business that handles personal information then data protection laws apply to you.’

6. Human Errors in Cyber Security — A Swiss Cheese of Failures

Erlend Andreas Gjære applies academic research on human fallibility to cyber security before concluding people aren’t always a hazard. When well prepared, Andreas Gjære writes, people can be as much a defence as our technology and processes.

7. GDPR – sorting the fact from the fiction

Following an increase in scaremongering around GDPR, ICO published a guidelines relating to the imminent new law. Amongst their points: fines should not be the concern, consent is not the only way to comply with GDPR and organisations better get a move on to prepare for the regulation.

8. Major cyber-attack will happen soon, warns UK’s security boss

WannaCry – probably the year’s biggest attack – was a category 2 level breach. Technical director of the National Cybersecurity Centre, Ian Levy, predicts a category 1 level incident is just years away. His advice to organizations wishing to prevent such an attack was clear: stop relying on off-the-shelf security solutions and instead work with people to keep data secure.

9. Uber Paid Hackers to Delete Stolen Data on 57 Million People

Towards the end of the year, Uber gave us a lesson in how not to deal with a data breach.

10. The Psychology Of Cyber Security: How Hackers Exploit Human Bias

The human aspect of cyber security garnered more attention than ever in 2017, as more and more people began to see people as a potential defence. In an enlightening article for the Huffington Post, CybSafe founder Oz Alashe discusses the human biases that can can cause cyber attacks – and a simple way we can overcome them.",technical,cybersecurity,
" The Cyber ​​Security Council revealed that the UAE faces more than 200,000 cyber attacks daily from 14 countries.

⬤ The attacks targeted the government, banking, finance, education, technology, aviation, and hospitals sectors.

⬤ Attacks are increasingly relying on artificial intelligence to improve their methods, such as deep fakes and social engineering.

The Cyber ​​Security Council of the UAE government revealed that strategic sectors in the country are exposed to more than 200,000 cyber attacks daily by cyber groups from 14 countries. The council confirmed that the identity of these groups and the launch sites of the attacks were accurately identified, and they were confronted using the latest global methods in this field.

The council indicated that the most targeted sectors included the government sector at 30%, followed by the financial and banking sector at 7%, the education sector at 7%, then the technology sector at 4%, while the attacks targeted the aviation and hospital sectors at an equal rate of 8%, while the remaining attacks were distributed at 44% across other sectors.",technical,cybersecurity,
" Qatar’s Power International Holding completes acquisition of MTS from Kazakhstan Telecom

The council explained that attacks focused on IT and infrastructure at 40%, followed by targeting file sharing systems at 9%, and database vulnerabilities at 3%. It confirmed that persistent threat groups, most notably Blackcat, account for 51% of total ransomware attacks.

Furthermore, the council confirmed that the most common types of attacks included misconfiguration at 27%, malware at 22%, in addition to attempts to scan and unauthorized access at 15% each, phishing at 10%, and web attacks and illegal activities at 11%.

The Council identified the most dangerous attack methods that were confronted, which varied between denial of service attacks that constituted 39% of the total attacks, data encryption and leakage attacks at 37%, in addition to hacking of Internet-connected applications at 24%, and ransomware attacks at 7%.

In a related context, the Council confirmed the success of national cyber systems in confronting ransomware attacks that targeted government and private sectors with the aim of leaking data and shutting down digital systems. It pointed out that modern attacks rely heavily on artificial intelligence technologies to improve malware, such as ransomware, in addition to deep forgery and social engineering, which represents a new challenge in confronting them.

The Council expected cyber attacks to continue to escalate during the current year, in conjunction with the adoption of modern and advanced technologies by entities, which requires more advanced technologies to monitor them. It stressed the need for government and private entities to adhere to cybersecurity standards to ensure protection from malicious cyber attacks and maintain the stability of digital systems.",technical,cybersecurity,
" Solutions by stc is participating in the “LEAP 2025” conference, which will be held in Riyadh next February.

LEAP is a leading event where technology sector experts meet to showcase the latest innovations in emerging technologies and sustainable solutions based on technical applications that enhance companies’ flexibility to keep pace with rapid changes in the technology sector.

Through its participation within the stc Group, solutions by stc seeks to showcase its latest innovative solutions that meet the requirements of digital transformation, including solutions supported by artificial intelligence, as the company targets multiple sectors, with the aim of contributing to shaping the future of business.",technical,cybersecurity,
